Date,Maximum_Temperature,Minimum_Temperature,Precipitation,Elevation_m,Units,Source,Station_ID
7/20/1951,14.4,10,6.9,4.9,SCI,JUNEAU,USW00025309
7/21/1951,12.8,11.1,29.2,4.9,SCI,JUNEAU,USW00025309
7/22/1951,13.3,9.4,17.8,4.9,SCI,JUNEAU,USW00025309
7/23/1951,15.6,8.9,1,4.9,SCI,JUNEAU,USW00025309
7/24/1951,21.1,8.9,0,4.9,SCI,JUNEAU,USW00025309
7/25/1951,23.9,6.1,0,4.9,SCI,JUNEAU,USW00025309
7/26/1951,23.3,7.2,0,4.9,SCI,JUNEAU,USW00025309
7/27/1951,20.6,9.4,0,4.9,SCI,JUNEAU,USW00025309
7/28/1951,20.6,10,0,4.9,SCI,JUNEAU,USW00025309
7/29/1951,22.8,8.9,0,4.9,SCI,JUNEAU,USW00025309
7/30/1951,18.3,10.6,0,4.9,SCI,JUNEAU,USW00025309
7/31/1951,16.1,10.6,9.9,4.9,SCI,JUNEAU,USW00025309
8/1/1951,15.6,10.6,4.8,4.9,SCI,JUNEAU,USW00025309
8/2/1951,18.3,10.6,1.3,4.9,SCI,JUNEAU,USW00025309
8/3/1951,18.3,7.2,0,4.9,SCI,JUNEAU,USW00025309
8/4/1951,15.6,9.4,2.5,4.9,SCI,JUNEAU,USW00025309
8/5/1951,16.7,9.4,0,4.9,SCI,JUNEAU,USW00025309
8/6/1951,13.3,10,3,4.9,SCI,JUNEAU,USW00025309
8/7/1951,16.1,9.4,1,4.9,SCI,JUNEAU,USW00025309
8/8/1951,16.1,10,0.5,4.9,SCI,JUNEAU,USW00025309
8/9/1951,22.8,10,0,4.9,SCI,JUNEAU,USW00025309
8/10/1951,24.4,7.8,0,4.9,SCI,JUNEAU,USW00025309
8/11/1951,24.4,7.8,0,4.9,SCI,JUNEAU,USW00025309
8/12/1951,23.3,7.8,0,4.9,SCI,JUNEAU,USW00025309
8/13/1951,22.2,14.4,0.3,4.9,SCI,JUNEAU,USW00025309
8/14/1951,17.2,10.6,4.8,4.9,SCI,JUNEAU,USW00025309
8/15/1951,16.7,8.9,0.3,4.9,SCI,JUNEAU,USW00025309
8/16/1951,13.3,10.6,6.9,4.9,SCI,JUNEAU,USW00025309
8/17/1951,12.8,9.4,9.1,4.9,SCI,JUNEAU,USW00025309
8/18/1951,17.2,6.1,1.3,4.9,SCI,JUNEAU,USW00025309
8/19/1951,12.8,5.6,7.4,4.9,SCI,JUNEAU,USW00025309
8/20/1951,12.8,10,10.4,4.9,SCI,JUNEAU,USW00025309
8/21/1951,16.1,8.3,1.8,4.9,SCI,JUNEAU,USW00025309
8/22/1951,11.7,7.2,2.8,4.9,SCI,JUNEAU,USW00025309
8/23/1951,12.2,10,8.1,4.9,SCI,JUNEAU,USW00025309
8/24/1951,16.1,8.9,0,4.9,SCI,JUNEAU,USW00025309
8/25/1951,12.8,8.3,0,4.9,SCI,JUNEAU,USW00025309
8/26/1951,17.2,7.8,3.8,4.9,SCI,JUNEAU,USW00025309
8/27/1951,19.4,5,0,4.9,SCI,JUNEAU,USW00025309
8/28/1951,21.1,5,0,4.9,SCI,JUNEAU,USW00025309
8/29/1951,23.3,5.6,0,4.9,SCI,JUNEAU,USW00025309
8/30/1951,19.4,8.3,0,4.9,SCI,JUNEAU,USW00025309
8/31/1951,20.6,8.9,0,4.9,SCI,JUNEAU,USW00025309
9/1/1951,21.1,6.7,0,4.9,SCI,JUNEAU,USW00025309
9/2/1951,19.4,6.1,0,4.9,SCI,JUNEAU,USW00025309
9/3/1951,16.7,9.4,0,4.9,SCI,JUNEAU,USW00025309
9/4/1951,20.6,9.4,0,4.9,SCI,JUNEAU,USW00025309
9/5/1951,15,8.3,17,4.9,SCI,JUNEAU,USW00025309
9/6/1951,14.4,10,1.8,4.9,SCI,JUNEAU,USW00025309
9/7/1951,17.2,9.4,1,4.9,SCI,JUNEAU,USW00025309
9/8/1951,13.9,10.6,10.7,4.9,SCI,JUNEAU,USW00025309
9/9/1951,12.2,8.9,4.6,4.9,SCI,JUNEAU,USW00025309
9/10/1951,12.2,8.3,0.3,4.9,SCI,JUNEAU,USW00025309
9/11/1951,15.6,6.7,9.7,4.9,SCI,JUNEAU,USW00025309
9/12/1951,15,2.2,0,4.9,SCI,JUNEAU,USW00025309
9/13/1951,13.9,8.3,21.3,4.9,SCI,JUNEAU,USW00025309
9/14/1951,17.2,5.6,0,4.9,SCI,JUNEAU,USW00025309
9/15/1951,16.1,3.3,0,4.9,SCI,JUNEAU,USW00025309
9/16/1951,17.2,4.4,0,4.9,SCI,JUNEAU,USW00025309
9/17/1951,15,11.1,5.8,4.9,SCI,JUNEAU,USW00025309
9/18/1951,11.7,8.9,1.8,4.9,SCI,JUNEAU,USW00025309
9/19/1951,15,5.6,3.8,4.9,SCI,JUNEAU,USW00025309
9/20/1951,12.8,5.6,0,4.9,SCI,JUNEAU,USW00025309
9/21/1951,15,7.2,0,4.9,SCI,JUNEAU,USW00025309
9/22/1951,14.4,5.6,10.2,4.9,SCI,JUNEAU,USW00025309
9/23/1951,17.2,6.7,0,4.9,SCI,JUNEAU,USW00025309
9/24/1951,13.3,0.6,0,4.9,SCI,JUNEAU,USW00025309
9/25/1951,10.6,-1.7,0,4.9,SCI,JUNEAU,USW00025309
9/26/1951,10.6,-2.8,0,4.9,SCI,JUNEAU,USW00025309
9/27/1951,13.9,1.1,0,4.9,SCI,JUNEAU,USW00025309
9/28/1951,8.9,5,1,4.9,SCI,JUNEAU,USW00025309
9/29/1951,8.9,5,6.4,4.9,SCI,JUNEAU,USW00025309
9/30/1951,11.1,5.6,2.5,4.9,SCI,JUNEAU,USW00025309
10/1/1951,11.1,1.7,0,4.9,SCI,JUNEAU,USW00025309
10/2/1951,9.4,0.6,0,4.9,SCI,JUNEAU,USW00025309
10/3/1951,10,5,0.3,4.9,SCI,JUNEAU,USW00025309
10/4/1951,8.9,5.6,3.6,4.9,SCI,JUNEAU,USW00025309
10/5/1951,10.6,6.1,6.6,4.9,SCI,JUNEAU,USW00025309
10/6/1951,11.1,7.8,15.2,4.9,SCI,JUNEAU,USW00025309
10/7/1951,13.3,6.7,12.2,4.9,SCI,JUNEAU,USW00025309
10/8/1951,10,3.3,0,4.9,SCI,JUNEAU,USW00025309
10/9/1951,8.3,2.8,1.3,4.9,SCI,JUNEAU,USW00025309
10/10/1951,6.1,2.8,30,4.9,SCI,JUNEAU,USW00025309
10/11/1951,10,5,12.4,4.9,SCI,JUNEAU,USW00025309
10/12/1951,8.9,3.3,0.3,4.9,SCI,JUNEAU,USW00025309
10/13/1951,8.3,-0.6,0.3,4.9,SCI,JUNEAU,USW00025309
10/14/1951,7.8,-2.8,0,4.9,SCI,JUNEAU,USW00025309
10/15/1951,5,-4.4,0,4.9,SCI,JUNEAU,USW00025309
10/16/1951,3.3,-2.2,0,4.9,SCI,JUNEAU,USW00025309
10/17/1951,2.8,-1.1,0,4.9,SCI,JUNEAU,USW00025309
10/18/1951,5.6,0.6,0,4.9,SCI,JUNEAU,USW00025309
10/19/1951,6.1,-2.8,0,4.9,SCI,JUNEAU,USW00025309
10/20/1951,4.4,-3.3,0,4.9,SCI,JUNEAU,USW00025309
10/21/1951,3.9,-2.2,0,4.9,SCI,JUNEAU,USW00025309
10/22/1951,5,-5.6,0,4.9,SCI,JUNEAU,USW00025309
10/23/1951,3.3,-2.8,0,4.9,SCI,JUNEAU,USW00025309
10/24/1951,2.2,-7.2,0,4.9,SCI,JUNEAU,USW00025309
10/25/1951,3.3,0.6,2.8,4.9,SCI,JUNEAU,USW00025309
10/26/1951,3.9,0,0.3,4.9,SCI,JUNEAU,USW00025309
10/27/1951,5,1.1,2,4.9,SCI,JUNEAU,USW00025309
10/28/1951,4.4,2.2,5.6,4.9,SCI,JUNEAU,USW00025309
10/29/1951,3.9,-5,0,4.9,SCI,JUNEAU,USW00025309
10/30/1951,2.8,-6.7,0,4.9,SCI,JUNEAU,USW00025309
10/31/1951,3.9,-7.2,0,4.9,SCI,JUNEAU,USW00025309
11/1/1951,5.6,2.2,17.8,4.9,SCI,JUNEAU,USW00025309
11/2/1951,5.6,3.3,8.4,4.9,SCI,JUNEAU,USW00025309
11/3/1951,6.1,3.3,10.2,4.9,SCI,JUNEAU,USW00025309
11/4/1951,7.8,4.4,3.6,4.9,SCI,JUNEAU,USW00025309
11/5/1951,5.6,1.1,7.1,4.9,SCI,JUNEAU,USW00025309
11/6/1951,7.2,3.9,10.2,4.9,SCI,JUNEAU,USW00025309
11/7/1951,6.1,4.4,4.1,4.9,SCI,JUNEAU,USW00025309
11/8/1951,5,2.8,4.1,4.9,SCI,JUNEAU,USW00025309
11/9/1951,6.1,-3.3,0,4.9,SCI,JUNEAU,USW00025309
11/10/1951,1.7,-3.3,0,4.9,SCI,JUNEAU,USW00025309
11/11/1951,2.8,-5,0,4.9,SCI,JUNEAU,USW00025309
11/12/1951,0.6,-6.1,0,4.9,SCI,JUNEAU,USW00025309
11/13/1951,0,-3.9,0,4.9,SCI,JUNEAU,USW00025309
11/14/1951,-1.1,-9.4,0,4.9,SCI,JUNEAU,USW00025309
11/15/1951,-2.2,-10,0,4.9,SCI,JUNEAU,USW00025309
11/16/1951,-1.7,-8.3,8.9,4.9,SCI,JUNEAU,USW00025309
11/17/1951,5,-3.9,20.1,4.9,SCI,JUNEAU,USW00025309
11/18/1951,-1.7,-5,11.9,4.9,SCI,JUNEAU,USW00025309
11/19/1951,-4.4,-13.9,0,4.9,SCI,JUNEAU,USW00025309
11/20/1951,-7.8,-15.6,0,4.9,SCI,JUNEAU,USW00025309
11/21/1951,-3.3,-14.4,0,4.9,SCI,JUNEAU,USW00025309
11/22/1951,2.8,-3.9,0,4.9,SCI,JUNEAU,USW00025309
11/23/1951,2.8,0.6,7.9,4.9,SCI,JUNEAU,USW00025309
11/24/1951,5,-1.1,0,4.9,SCI,JUNEAU,USW00025309
11/25/1951,5,0.6,1.3,4.9,SCI,JUNEAU,USW00025309
11/26/1951,3.9,-1.7,2.3,4.9,SCI,JUNEAU,USW00025309
11/27/1951,2.8,-2.8,0,4.9,SCI,JUNEAU,USW00025309
11/28/1951,1.7,-2.8,0,4.9,SCI,JUNEAU,USW00025309
11/29/1951,0,-2.8,1.8,4.9,SCI,JUNEAU,USW00025309
11/30/1951,-1.7,-6.1,0,4.9,SCI,JUNEAU,USW00025309
12/1/1951,-1.7,-9.4,0,4.9,SCI,JUNEAU,USW00025309
12/2/1951,2.2,-4.4,0.5,4.9,SCI,JUNEAU,USW00025309
12/3/1951,0.6,-6.1,0.3,4.9,SCI,JUNEAU,USW00025309
12/4/1951,-0.6,-2.2,5.8,4.9,SCI,JUNEAU,USW00025309
12/5/1951,-0.6,-2.8,0.3,4.9,SCI,JUNEAU,USW00025309
12/6/1951,1.1,-2.2,1.5,4.9,SCI,JUNEAU,USW00025309
12/7/1951,2.8,0.6,7.9,4.9,SCI,JUNEAU,USW00025309
12/8/1951,4.4,2.8,8.4,4.9,SCI,JUNEAU,USW00025309
12/9/1951,5.6,2.8,3.6,4.9,SCI,JUNEAU,USW00025309
12/10/1951,7.8,4.4,8.4,4.9,SCI,JUNEAU,USW00025309
12/11/1951,6.1,2.2,0.8,4.9,SCI,JUNEAU,USW00025309
12/12/1951,3.9,-0.6,2.3,4.9,SCI,JUNEAU,USW00025309
12/13/1951,0,-3.9,0.8,4.9,SCI,JUNEAU,USW00025309
12/14/1951,-3.3,-6.1,0,4.9,SCI,JUNEAU,USW00025309
12/15/1951,-3.9,-5.6,0,4.9,SCI,JUNEAU,USW00025309
12/16/1951,-5.6,-13.3,0,4.9,SCI,JUNEAU,USW00025309
12/17/1951,-8.9,-16.7,0,4.9,SCI,JUNEAU,USW00025309
12/18/1951,-9.4,-16.1,0,4.9,SCI,JUNEAU,USW00025309
12/19/1951,-5,-17.2,3.3,4.9,SCI,JUNEAU,USW00025309
12/20/1951,-2.8,-5,9.4,4.9,SCI,JUNEAU,USW00025309
12/21/1951,-3.9,-16.7,0.3,4.9,SCI,JUNEAU,USW00025309
12/22/1951,-1.1,-16.7,0.5,4.9,SCI,JUNEAU,USW00025309
12/23/1951,0,-2.8,3.3,4.9,SCI,JUNEAU,USW00025309
12/24/1951,-2.2,-14.4,0.3,4.9,SCI,JUNEAU,USW00025309
12/25/1951,-8.3,-16.1,0,4.9,SCI,JUNEAU,USW00025309
12/26/1951,-7.8,-20,0,4.9,SCI,JUNEAU,USW00025309
12/27/1951,-2.2,-17.8,0.5,4.9,SCI,JUNEAU,USW00025309
12/28/1951,-2.2,-15.6,0,4.9,SCI,JUNEAU,USW00025309
12/29/1951,-10.6,-20.6,0,4.9,SCI,JUNEAU,USW00025309
12/30/1951,-8.3,-18.9,0,4.9,SCI,JUNEAU,USW00025309
12/31/1951,-0.6,-17.8,0.5,4.9,SCI,JUNEAU,USW00025309
1/1/1952,2.2,-0.6,18,4.9,SCI,JUNEAU,USW00025309
1/2/1952,1.7,-5,4.1,4.9,SCI,JUNEAU,USW00025309
1/3/1952,0,-7.8,5.8,4.9,SCI,JUNEAU,USW00025309
1/4/1952,1.1,0,3.3,4.9,SCI,JUNEAU,USW00025309
1/5/1952,0.6,-7.2,1,4.9,SCI,JUNEAU,USW00025309
1/6/1952,1.1,-4.4,2.8,4.9,SCI,JUNEAU,USW00025309
1/7/1952,-3.9,-14.4,0.8,4.9,SCI,JUNEAU,USW00025309
1/8/1952,-8.3,-13.3,2.3,4.9,SCI,JUNEAU,USW00025309
1/9/1952,-8.3,-17.8,0,4.9,SCI,JUNEAU,USW00025309
1/10/1952,-13.9,-21.7,0,4.9,SCI,JUNEAU,USW00025309
1/11/1952,-15,-23.9,0,4.9,SCI,JUNEAU,USW00025309
1/12/1952,-1.7,-18.9,15.7,4.9,SCI,JUNEAU,USW00025309
1/13/1952,-6.7,-15.6,0.3,4.9,SCI,JUNEAU,USW00025309
1/14/1952,-13.3,-19.4,0,4.9,SCI,JUNEAU,USW00025309
1/15/1952,-8.3,-18.3,0,4.9,SCI,JUNEAU,USW00025309
1/16/1952,-1.1,-17.2,8.9,4.9,SCI,JUNEAU,USW00025309
1/17/1952,-0.6,-12.2,0.3,4.9,SCI,JUNEAU,USW00025309
1/18/1952,-12.2,-21.1,0,4.9,SCI,JUNEAU,USW00025309
1/19/1952,-20,-21.7,1.8,4.9,SCI,JUNEAU,USW00025309
1/20/1952,-18.9,-21.1,0,4.9,SCI,JUNEAU,USW00025309
1/21/1952,-18.3,-25.6,0,4.9,SCI,JUNEAU,USW00025309
1/22/1952,-13.9,-26.7,0,4.9,SCI,JUNEAU,USW00025309
1/23/1952,-10,-27.2,0,4.9,SCI,JUNEAU,USW00025309
1/24/1952,-10.6,-20,0,4.9,SCI,JUNEAU,USW00025309
1/25/1952,-6.7,-20.6,0.3,4.9,SCI,JUNEAU,USW00025309
1/26/1952,-5,-9.4,3.3,4.9,SCI,JUNEAU,USW00025309
1/27/1952,-1.1,-7.8,2,4.9,SCI,JUNEAU,USW00025309
1/28/1952,1.7,-2.8,3.3,4.9,SCI,JUNEAU,USW00025309
1/29/1952,0.6,-1.1,5.1,4.9,SCI,JUNEAU,USW00025309
1/30/1952,2.8,-1.1,7.4,4.9,SCI,JUNEAU,USW00025309
1/31/1952,2.2,1.1,2.5,4.9,SCI,JUNEAU,USW00025309
2/1/1952,3.3,-2.2,0,4.9,SCI,JUNEAU,USW00025309
2/2/1952,3.3,-1.7,0,4.9,SCI,JUNEAU,USW00025309
2/3/1952,1.1,-4.4,2.5,4.9,SCI,JUNEAU,USW00025309
2/4/1952,2.8,0.6,2.5,4.9,SCI,JUNEAU,USW00025309
2/5/1952,3.9,0.6,3.3,4.9,SCI,JUNEAU,USW00025309
2/6/1952,2.8,1.1,4.6,4.9,SCI,JUNEAU,USW00025309
2/7/1952,2.8,0.6,5.6,4.9,SCI,JUNEAU,USW00025309
2/8/1952,3.9,1.7,6.4,4.9,SCI,JUNEAU,USW00025309
2/9/1952,2.8,1.1,2.5,4.9,SCI,JUNEAU,USW00025309
2/10/1952,3.9,-1.7,0.5,4.9,SCI,JUNEAU,USW00025309
2/11/1952,1.7,-1.1,4.6,4.9,SCI,JUNEAU,USW00025309
2/12/1952,1.7,0,2.5,4.9,SCI,JUNEAU,USW00025309
2/13/1952,3.3,0,3.8,4.9,SCI,JUNEAU,USW00025309
2/14/1952,3.3,-1.7,10.9,4.9,SCI,JUNEAU,USW00025309
2/15/1952,2.2,-7.8,0,4.9,SCI,JUNEAU,USW00025309
2/16/1952,-1.1,-9.4,0,4.9,SCI,JUNEAU,USW00025309
2/17/1952,-1.7,-12.2,0,4.9,SCI,JUNEAU,USW00025309
2/18/1952,-2.8,-15,0,4.9,SCI,JUNEAU,USW00025309
2/19/1952,-4.4,-16.1,1,4.9,SCI,JUNEAU,USW00025309
2/20/1952,-1.7,-5,0.3,4.9,SCI,JUNEAU,USW00025309
2/21/1952,0,-8.3,0,4.9,SCI,JUNEAU,USW00025309
2/22/1952,1.1,-8.9,0,4.9,SCI,JUNEAU,USW00025309
2/23/1952,2.2,-3.3,9.4,4.9,SCI,JUNEAU,USW00025309
2/24/1952,3.9,1.1,4.8,4.9,SCI,JUNEAU,USW00025309
2/25/1952,1.7,0,2.5,4.9,SCI,JUNEAU,USW00025309
2/26/1952,1.7,0,1.5,4.9,SCI,JUNEAU,USW00025309
2/27/1952,2.8,-1.7,0.3,4.9,SCI,JUNEAU,USW00025309
2/28/1952,3.3,0,2.8,4.9,SCI,JUNEAU,USW00025309
2/29/1952,3.9,-3.3,0,4.9,SCI,JUNEAU,USW00025309
3/1/1952,2.8,-6.1,0,4.9,SCI,JUNEAU,USW00025309
3/2/1952,3.3,-8.9,0,4.9,SCI,JUNEAU,USW00025309
3/3/1952,-0.6,-3.3,0,4.9,SCI,JUNEAU,USW00025309
3/4/1952,1.1,-1.1,1.5,4.9,SCI,JUNEAU,USW00025309
3/5/1952,2.8,-6.7,0,4.9,SCI,JUNEAU,USW00025309
3/6/1952,1.1,-9.4,0,4.9,SCI,JUNEAU,USW00025309
3/7/1952,2.2,0,11.2,4.9,SCI,JUNEAU,USW00025309
3/8/1952,4.4,0.6,1,4.9,SCI,JUNEAU,USW00025309
3/9/1952,5,-3.3,0.5,4.9,SCI,JUNEAU,USW00025309
3/10/1952,3.3,-5,0,4.9,SCI,JUNEAU,USW00025309
3/11/1952,0.6,-6.1,0.8,4.9,SCI,JUNEAU,USW00025309
3/12/1952,1.7,-1.7,1.5,4.9,SCI,JUNEAU,USW00025309
3/13/1952,4.4,-4.4,0,4.9,SCI,JUNEAU,USW00025309
3/14/1952,4.4,-8.3,0,4.9,SCI,JUNEAU,USW00025309
3/15/1952,1.1,0,6.6,4.9,SCI,JUNEAU,USW00025309
3/16/1952,3.3,-3.9,1.5,4.9,SCI,JUNEAU,USW00025309
3/17/1952,2.8,-3.9,0,4.9,SCI,JUNEAU,USW00025309
3/18/1952,3.3,-6.1,0.3,4.9,SCI,JUNEAU,USW00025309
3/19/1952,3.3,-1.1,0.3,4.9,SCI,JUNEAU,USW00025309
3/20/1952,4.4,-5,0,4.9,SCI,JUNEAU,USW00025309
3/21/1952,3.3,0,10.7,4.9,SCI,JUNEAU,USW00025309
3/22/1952,3.9,1.1,7.4,4.9,SCI,JUNEAU,USW00025309
3/23/1952,3.3,0.6,0,4.9,SCI,JUNEAU,USW00025309
3/24/1952,3.9,-0.6,10.2,4.9,SCI,JUNEAU,USW00025309
3/25/1952,3.3,2.2,4.8,4.9,SCI,JUNEAU,USW00025309
3/26/1952,4.4,1.7,9.4,4.9,SCI,JUNEAU,USW00025309
3/27/1952,3.3,0,11.9,4.9,SCI,JUNEAU,USW00025309
3/28/1952,2.2,-4.4,2.3,4.9,SCI,JUNEAU,USW00025309
3/29/1952,0.6,-3.3,2.3,4.9,SCI,JUNEAU,USW00025309
3/30/1952,0.6,-8.9,0.3,4.9,SCI,JUNEAU,USW00025309
3/31/1952,2.2,-9.4,0,4.9,SCI,JUNEAU,USW00025309
4/1/1952,3.3,-8.3,0,4.9,SCI,JUNEAU,USW00025309
4/2/1952,3.9,-6.1,0,4.9,SCI,JUNEAU,USW00025309
4/3/1952,4.4,-1.1,2.8,4.9,SCI,JUNEAU,USW00025309
4/4/1952,5,-4.4,4.6,4.9,SCI,JUNEAU,USW00025309
4/5/1952,3.9,-6.1,0,4.9,SCI,JUNEAU,USW00025309
4/6/1952,5,-8.3,0,4.9,SCI,JUNEAU,USW00025309
4/7/1952,4.4,0,0.3,4.9,SCI,JUNEAU,USW00025309
4/8/1952,5.6,0,2.3,4.9,SCI,JUNEAU,USW00025309
4/9/1952,3.3,1.1,6.9,4.9,SCI,JUNEAU,USW00025309
4/10/1952,3.3,1.1,5.1,4.9,SCI,JUNEAU,USW00025309
4/11/1952,6.1,1.7,2.5,4.9,SCI,JUNEAU,USW00025309
4/12/1952,5.6,1.7,2,4.9,SCI,JUNEAU,USW00025309
4/13/1952,7.8,2.2,1.8,4.9,SCI,JUNEAU,USW00025309
4/14/1952,5.6,2.2,5.3,4.9,SCI,JUNEAU,USW00025309
4/15/1952,6.1,1.7,24.1,4.9,SCI,JUNEAU,USW00025309
4/16/1952,6.1,2.2,18,4.9,SCI,JUNEAU,USW00025309
4/17/1952,8.3,2.2,0,4.9,SCI,JUNEAU,USW00025309
4/18/1952,8.3,1.7,0.8,4.9,SCI,JUNEAU,USW00025309
4/19/1952,7.2,1.1,3.3,4.9,SCI,JUNEAU,USW00025309
4/20/1952,7.2,3.9,1.5,4.9,SCI,JUNEAU,USW00025309
4/21/1952,6.1,2.2,2.8,4.9,SCI,JUNEAU,USW00025309
4/22/1952,6.1,1.7,0.3,4.9,SCI,JUNEAU,USW00025309
4/23/1952,9.4,2.8,0.5,4.9,SCI,JUNEAU,USW00025309
4/24/1952,7.2,3.9,1.3,4.9,SCI,JUNEAU,USW00025309
4/25/1952,6.1,3.9,2.3,4.9,SCI,JUNEAU,USW00025309
4/26/1952,6.1,1.1,5.6,4.9,SCI,JUNEAU,USW00025309
4/27/1952,8.9,-2.2,0.3,4.9,SCI,JUNEAU,USW00025309
4/28/1952,7.8,-3.9,0.3,4.9,SCI,JUNEAU,USW00025309
4/29/1952,10,-1.7,0,4.9,SCI,JUNEAU,USW00025309
4/30/1952,10,-2.2,0,4.9,SCI,JUNEAU,USW00025309
5/1/1952,10,3.3,3,4.9,SCI,JUNEAU,USW00025309
5/2/1952,5.6,2.2,4.6,4.9,SCI,JUNEAU,USW00025309
5/3/1952,7.2,0.6,4.6,4.9,SCI,JUNEAU,USW00025309
5/4/1952,6.1,1.7,2.3,4.9,SCI,JUNEAU,USW00025309
5/5/1952,5,1.7,9.1,4.9,SCI,JUNEAU,USW00025309
5/6/1952,5,2.2,5.3,4.9,SCI,JUNEAU,USW00025309
5/7/1952,6.7,3.3,9.1,4.9,SCI,JUNEAU,USW00025309
5/8/1952,15,2.2,0,4.9,SCI,JUNEAU,USW00025309
5/9/1952,13.9,5,1,4.9,SCI,JUNEAU,USW00025309
5/10/1952,9.4,4.4,0,4.9,SCI,JUNEAU,USW00025309
5/11/1952,6.7,1.7,14,4.9,SCI,JUNEAU,USW00025309
5/12/1952,7.2,3.9,31.8,4.9,SCI,JUNEAU,USW00025309
5/13/1952,11.1,2.8,2.5,4.9,SCI,JUNEAU,USW00025309
5/14/1952,13.3,5.6,0.3,4.9,SCI,JUNEAU,USW00025309
5/15/1952,14.4,3.9,0,4.9,SCI,JUNEAU,USW00025309
5/16/1952,16.7,6.1,0,4.9,SCI,JUNEAU,USW00025309
5/17/1952,12.8,6.1,0,4.9,SCI,JUNEAU,USW00025309
5/18/1952,10,6.1,9.4,4.9,SCI,JUNEAU,USW00025309
5/19/1952,12.2,6.1,4.8,4.9,SCI,JUNEAU,USW00025309
5/20/1952,9.4,5.6,9.4,4.9,SCI,JUNEAU,USW00025309
5/21/1952,8.3,6.1,3.6,4.9,SCI,JUNEAU,USW00025309
5/22/1952,7.2,5.6,11.4,4.9,SCI,JUNEAU,USW00025309
5/23/1952,10,4.4,2.8,4.9,SCI,JUNEAU,USW00025309
5/24/1952,8.3,3.9,4.6,4.9,SCI,JUNEAU,USW00025309
5/25/1952,13.3,3.3,1,4.9,SCI,JUNEAU,USW00025309
5/26/1952,13.9,0,0.8,4.9,SCI,JUNEAU,USW00025309
5/27/1952,10,6.1,3.3,4.9,SCI,JUNEAU,USW00025309
5/28/1952,10.6,6.1,8.9,4.9,SCI,JUNEAU,USW00025309
5/29/1952,10,5.6,5.1,4.9,SCI,JUNEAU,USW00025309
5/30/1952,9.4,5.6,3,4.9,SCI,JUNEAU,USW00025309
5/31/1952,10,5.6,1.5,4.9,SCI,JUNEAU,USW00025309
6/1/1952,8.9,4.4,10.4,4.9,SCI,JUNEAU,USW00025309
6/2/1952,7.8,3.9,3,4.9,SCI,JUNEAU,USW00025309
6/3/1952,15,1.7,0,4.9,SCI,JUNEAU,USW00025309
6/4/1952,13.9,6.1,1.8,4.9,SCI,JUNEAU,USW00025309
6/5/1952,11.1,5,7.4,4.9,SCI,JUNEAU,USW00025309
6/6/1952,12.8,3.3,0,4.9,SCI,JUNEAU,USW00025309
6/7/1952,11.7,2.2,4.8,4.9,SCI,JUNEAU,USW00025309
6/8/1952,8.9,5.6,4.8,4.9,SCI,JUNEAU,USW00025309
6/9/1952,15.6,3.9,0,4.9,SCI,JUNEAU,USW00025309
6/10/1952,22.8,8.3,0,4.9,SCI,JUNEAU,USW00025309
6/11/1952,22.8,7.2,0,4.9,SCI,JUNEAU,USW00025309
6/12/1952,22.8,6.1,0,4.9,SCI,JUNEAU,USW00025309
6/13/1952,13.9,7.2,10.2,4.9,SCI,JUNEAU,USW00025309
6/14/1952,13.3,6.7,5.6,4.9,SCI,JUNEAU,USW00025309
6/15/1952,15.6,5.6,0,4.9,SCI,JUNEAU,USW00025309
6/16/1952,20,2.8,0,4.9,SCI,JUNEAU,USW00025309
6/17/1952,19.4,4.4,0,4.9,SCI,JUNEAU,USW00025309
6/18/1952,20,5.6,0,4.9,SCI,JUNEAU,USW00025309
6/19/1952,16.7,8.3,2.8,4.9,SCI,JUNEAU,USW00025309
6/20/1952,18.3,7.8,4.3,4.9,SCI,JUNEAU,USW00025309
6/21/1952,19.4,7.2,0,4.9,SCI,JUNEAU,USW00025309
6/22/1952,19.4,8.3,0,4.9,SCI,JUNEAU,USW00025309
6/23/1952,17.8,10,0,4.9,SCI,JUNEAU,USW00025309
6/24/1952,20.6,10,0,4.9,SCI,JUNEAU,USW00025309
6/25/1952,16.1,7.2,1.3,4.9,SCI,JUNEAU,USW00025309
6/26/1952,12.8,5.6,1.8,4.9,SCI,JUNEAU,USW00025309
6/27/1952,22.8,6.1,0.3,4.9,SCI,JUNEAU,USW00025309
6/28/1952,18.9,10.6,0.5,4.9,SCI,JUNEAU,USW00025309
6/29/1952,15.6,9.4,0,4.9,SCI,JUNEAU,USW00025309
6/30/1952,11.1,8.3,3,4.9,SCI,JUNEAU,USW00025309
7/1/1952,10.6,8.3,3.3,4.9,SCI,JUNEAU,USW00025309
7/2/1952,10,8.3,24.9,4.9,SCI,JUNEAU,USW00025309
7/3/1952,17.2,6.1,2.8,4.9,SCI,JUNEAU,USW00025309
7/4/1952,15.6,6.1,1.3,4.9,SCI,JUNEAU,USW00025309
7/5/1952,13.3,8.9,0,4.9,SCI,JUNEAU,USW00025309
7/6/1952,11.1,9.4,20.8,4.9,SCI,JUNEAU,USW00025309
7/7/1952,15,10,9.4,4.9,SCI,JUNEAU,USW00025309
7/8/1952,12.8,8.9,7.9,4.9,SCI,JUNEAU,USW00025309
7/9/1952,17.8,7.2,0,4.9,SCI,JUNEAU,USW00025309
