Date,Maximum_Temperature,Minimum_Temperature,Precipitation,Elevation,Units,Source,Station_ID
9/8/1996,14.4,0,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
9/9/1996,12.2,0,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
9/10/1996,11.1,3.9,5.8,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
9/11/1996,9.4,3.3,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
9/12/1996,8.3,2.8,16,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
9/13/1996,11.1,2.2,5.8,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
9/14/1996,9.4,1.7,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
9/21/1996,3.9,-1.7,,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
9/22/1996,-1.1,-5,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
9/23/1996,2.8,-6.7,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
9/24/1996,1.7,-6.1,1,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
9/25/1996,3.9,1.7,15,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
9/27/1996,2.8,-1.7,,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
9/28/1996,4.4,-2.8,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
9/29/1996,3.9,-6.7,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
9/30/1996,0.6,-5,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
10/1/1996,5,-3.9,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
10/2/1996,3.9,-2.2,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
10/3/1996,6.1,-2.8,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
10/4/1996,7.8,-4.4,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
10/5/1996,6.1,-5,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
10/6/1996,6.7,-5.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
10/7/1996,5.6,-2.8,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
10/8/1996,3.3,-3.3,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
10/9/1996,1.7,-3.9,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
10/10/1996,-1.1,-8.9,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
10/12/1996,-4.4,-6.1,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
10/13/1996,-5,-7.2,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
10/14/1996,-4.4,-10.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
10/15/1996,-5.6,-10.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
10/16/1996,,,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
10/17/1996,,,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
10/18/1996,-5.6,-13.9,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
10/19/1996,-5,-15.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
10/20/1996,-6.7,-18.9,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
10/21/1996,,,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
10/22/1996,,,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
10/23/1996,-3.9,-15,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
10/24/1996,-7.2,-16.1,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
10/25/1996,-12.2,-16.1,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
10/26/1996,,,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
10/27/1996,-9.4,-17.8,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
10/28/1996,-4.4,-15,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
10/29/1996,-5,-10,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
10/30/1996,-0.6,-6.1,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
10/31/1996,0.6,-1.7,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
11/1/1996,-0.6,-8.9,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
11/2/1996,-3.3,-8.9,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
11/3/1996,-3.9,-5.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
11/4/1996,-2.2,-5.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
11/5/1996,-2.2,-5,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
11/6/1996,-2.8,-6.1,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
11/7/1996,-5.6,-10.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
11/8/1996,-9.4,-16.1,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
11/9/1996,-11.1,-18.3,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
11/10/1996,-7.2,-13.3,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
11/11/1996,-2.8,-8.9,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
11/12/1996,,,,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
11/13/1996,,,,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
11/14/1996,-1.1,-11.7,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
11/15/1996,-9.4,-14.4,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
11/16/1996,-8.3,-13.3,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
11/17/1996,-8.3,-15,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
11/18/1996,-6.1,-17.2,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
11/19/1996,-2.8,-13.3,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
11/21/1996,-10,-14.4,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
11/22/1996,-9.4,-13.3,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
11/23/1996,-11.1,-16.7,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
11/24/1996,-13.3,-17.2,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
11/25/1996,-10.6,-16.7,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
11/26/1996,-6.7,-13.9,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
11/27/1996,-4.4,-10,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
11/28/1996,-5,-12.8,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
11/29/1996,-8.9,-15,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
11/30/1996,-9.4,-13.9,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/1/1996,-12.2,-18.3,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/2/1996,-15,-20.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/3/1996,-7.2,-17.2,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/4/1996,-5.6,-10.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/5/1996,-6.1,-17.8,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/6/1996,-17.2,-19.4,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/7/1996,-12.8,-19.4,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/8/1996,-5.6,-13.9,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/9/1996,-4.4,-10,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/10/1996,-8.3,-12.8,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/11/1996,,,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/12/1996,-9.4,-14.4,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/13/1996,,,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/14/1996,-9.4,-17.2,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/15/1996,-8.3,-11.1,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/16/1996,-6.7,-10,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/17/1996,-3.9,-7.8,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/18/1996,0,-5,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/19/1996,,,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/20/1996,,,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/21/1996,-3.9,-12.2,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/22/1996,-8.9,-16.7,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/23/1996,-2.2,-17.2,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/24/1996,-3.9,-13.3,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/25/1996,-3.3,-11.7,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/26/1996,1.7,-13.3,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/27/1996,-0.6,,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/28/1996,-9.4,-17.8,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/29/1996,-1.7,-19.4,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/30/1996,-6.1,-18.9,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
12/31/1996,-16.7,-21.1,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/1/1997,-16.7,-23.3,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/2/1997,-13.9,-23.9,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/3/1997,-18.3,-22.8,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/4/1997,-20,-24.4,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/5/1997,-15.6,-26.1,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/6/1997,-19.4,-25.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/7/1997,-12.2,-28.3,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/8/1997,-17.2,-25.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/9/1997,-8.3,-18.3,0.5,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/10/1997,2.8,-12.2,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/11/1997,1.1,-7.8,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/12/1997,-0.6,-8.9,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/13/1997,2.2,-3.3,1.8,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/14/1997,2.2,-5.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/15/1997,1.7,-6.1,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/16/1997,-1.7,-8.9,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/17/1997,-1.1,-7.8,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/18/1997,-3.3,-8.3,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/19/1997,-2.8,-7.8,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/20/1997,-6.1,-9.4,1.5,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/24/1997,-12.8,-20,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/25/1997,,,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/26/1997,-14.4,-20,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/27/1997,-12.2,-20.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/28/1997,-9.4,-15,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/29/1997,-5.6,-16.1,4.6,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/30/1997,-1.7,-6.7,2.3,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
1/31/1997,-2.2,-8.9,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
2/4/1997,2.8,-5.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
2/5/1997,3.3,-5.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
2/6/1997,3.9,-2.8,3.6,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
2/7/1997,1.7,-4.4,4.8,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
2/8/1997,-0.6,-8.9,1,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
2/9/1997,-1.7,-10,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
2/10/1997,1.7,-5,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
2/11/1997,-0.6,-9.4,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
2/12/1997,-1.7,-8.9,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
2/13/1997,-2.2,-7.8,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
2/14/1997,-1.7,-8.3,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
2/15/1997,-1.1,-10,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
2/16/1997,-2.2,-7.8,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
2/17/1997,-1.1,-6.7,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
2/18/1997,0,-3.9,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
2/19/1997,-1.1,-9.4,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
2/20/1997,-1.1,-8.9,5.1,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
2/21/1997,3.3,-6.1,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
2/22/1997,2.2,-1.7,5.3,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
2/23/1997,1.7,-5.6,1.8,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
2/24/1997,0,-6.7,6.9,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
2/25/1997,-1.1,-5,8.9,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
2/26/1997,-1.1,-6.7,2,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
2/27/1997,-2.8,-7.8,3,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/2/1997,-10.6,-18.9,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/3/1997,-8.9,-18.9,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/4/1997,-10.6,-20,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/5/1997,-3.9,-15.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/6/1997,2.2,-11.1,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/7/1997,-2.8,-9.4,6.6,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/8/1997,-2.8,-10,1.5,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/9/1997,-1.7,-17.8,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/10/1997,-5,-13.3,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/11/1997,,,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/12/1997,0,-11.1,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/13/1997,1.7,-11.1,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/14/1997,3.9,-12.2,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/15/1997,0,-14.4,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/16/1997,-9.4,-14.4,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/17/1997,-9.4,-18.9,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/18/1997,-1.1,-22.8,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/19/1997,0,-10,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/20/1997,0.6,-8.9,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/22/1997,-3.9,-10,40.1,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/23/1997,-5.6,-13.9,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/24/1997,-3.9,-16.7,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/25/1997,,,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/26/1997,-4.4,-16.7,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/27/1997,0,-15.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/28/1997,1.1,-13.3,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/29/1997,0,-11.7,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/30/1997,-0.6,-15,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
3/31/1997,-2.2,-13.9,10.9,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/1/1997,,,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/2/1997,1.7,-6.1,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/3/1997,1.7,-11.7,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/4/1997,,,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/5/1997,5.6,-4.4,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/6/1997,8.3,-3.3,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/8/1997,7.2,-4.4,,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/9/1997,7.8,-7.2,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/10/1997,10,-4.4,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/11/1997,10.6,-6.1,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/12/1997,7.8,-5.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/13/1997,7.8,-5,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/14/1997,3.9,-2.8,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/15/1997,9.4,-2.8,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/16/1997,0.6,-6.1,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/17/1997,1.7,-13.3,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/18/1997,3.3,-12.2,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/19/1997,,,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/20/1997,2.8,-11.1,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/21/1997,5.6,-11.1,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/22/1997,8.3,-8.3,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/23/1997,7.2,-0.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/24/1997,,,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/25/1997,12.8,2.2,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/26/1997,11.7,-1.1,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/27/1997,7.8,0,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/28/1997,10.6,-4.4,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/29/1997,11.7,-2.8,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
4/30/1997,8.3,-1.1,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/1/1997,9.4,-3.9,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/2/1997,9.4,-3.3,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/3/1997,12.2,-1.7,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/4/1997,12.2,-2.2,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/5/1997,12.8,1.1,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/6/1997,7.2,0.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/7/1997,11.1,1.7,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/8/1997,10.6,0.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/9/1997,,,,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/10/1997,10,-0.6,,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/11/1997,9.4,1.1,3.3,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/12/1997,11.1,3.3,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/13/1997,7.2,0,0.8,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/14/1997,5,0.6,2.5,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/15/1997,9.4,-1.1,4.3,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/16/1997,8.9,-3.3,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/17/1997,8.9,-0.6,16.5,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/18/1997,10.6,-0.6,3.6,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/19/1997,,,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/20/1997,13.3,2.2,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/21/1997,15,5,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/22/1997,12.2,4.4,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/23/1997,12.8,5,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/24/1997,15.6,0.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/25/1997,16.7,4.4,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/26/1997,20,3.9,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/27/1997,19.4,3.3,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/28/1997,22.2,3.3,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/29/1997,17.8,5,2,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/30/1997,9.4,1.7,23.4,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
5/31/1997,12.2,1.1,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/1/1997,14.4,-3.3,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/2/1997,18.9,3.9,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/3/1997,21.7,6.1,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/4/1997,26.1,7.8,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/5/1997,20.6,10,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/6/1997,11.7,6.7,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/7/1997,12.2,5,7.9,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/8/1997,12.2,5,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/9/1997,16.7,5,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/10/1997,16.7,2.2,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/11/1997,21.7,2.2,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/12/1997,17.8,8.3,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/13/1997,17.2,7.2,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/14/1997,16.1,6.1,3.6,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/15/1997,18.3,1.7,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/16/1997,15.6,5,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/17/1997,20,-0.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/18/1997,21.7,8.9,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/19/1997,20.6,9.4,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/20/1997,12.2,6.7,17.5,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/21/1997,24.4,12.2,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/22/1997,26.7,11.7,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/23/1997,23.3,12.2,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/24/1997,22.8,12.2,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/25/1997,25,10,6.9,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/26/1997,26.7,10,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/27/1997,26.1,12.2,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/28/1997,27.8,13.3,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/29/1997,26.7,10.6,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
6/30/1997,26.7,7.8,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
7/1/1997,26.7,8.9,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
7/2/1997,25,10,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
7/3/1997,25.6,10,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
7/4/1997,24.4,10,2.8,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
7/5/1997,24.4,9.4,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
7/6/1997,25.6,8.9,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
7/7/1997,22.8,12.2,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
7/8/1997,18.9,10,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
7/9/1997,18.3,9.4,11.4,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
7/10/1997,18.3,8.9,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
7/11/1997,19.4,8.3,3.6,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
7/12/1997,,,,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
7/13/1997,17.8,11.7,,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
7/14/1997,17.2,7.8,4.3,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
7/15/1997,20,7.2,4.8,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
7/16/1997,,,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
7/17/1997,21.1,6.7,0,412.7,SCI,"CHULITNA RIVER, AK US",USC00501926
